value,name,desc,CAT,type,length,units,new,deleted,SISO
33000,DID_STATUS_APPEARANCE_AGGR,Status - Appearance (Aggregate),Entity Status,variable,unknown,unknown,0,0,0
33100,DID_STATUS_APPEARANCE_AMBIENT_LIGHTING,Status - Appearance - Ambient Lighting,Lighting,unknown,unknown,unknown,0,0,0
33101,DID_STATUS_APPEARANCE_LIGHTS,Status - Appearance - Lights,Lighting,unknown,unknown,unknown,0,0,0
33200,DID_STATUS_APPEARANCE_PAINT_SCHEME,Status - Appearance - Paint Scheme,Entity Status,unknown,unknown,unknown,0,0,0
33300,DID_STATUS_APPEARANCE_SMOKE,Status - Appearance - Smoke,Entity Status,unknown,unknown,unknown,0,0,0
33400,DID_STATUS_APPEARANCE_TRAILING_EFFECTS,Status - Appearance - Trailing Effects,Entity Status,unknown,unknown,unknown,0,0,0
33500,DID_STATUS_APPEARANCE_FLAMING,Status - Appearance - Flaming,Entity Status,unknown,unknown,unknown,0,0,0
33600,DID_STATUS_APPEARANCE_MARKING,Status - Appearance - Marking,Entity Status,unknown,unknown,unknown,0,0,0
33710,DID_STATUS_APPEARANCE_MINE_PLOWS_ATTACHED,Status - Appearance - Mine Plows Attached,Entity Status,unknown,unknown,unknown,0,0,0
33720,DID_STATUS_APPEARANCE_MINE_ROLLERS_ATTACHED,Status - Appearance - Mine Rollers Attached,Entity Status,unknown,unknown,unknown,0,0,0
33730,DID_STATUS_APPEARANCE_TANK_TURRET_AZIMUTH,Status - Appearance - Tank Turret Azimuth,Entity Status,unknown,unknown,degrees rel 2 lon,0,0,0
34000,DID_STATUS_FAILURES_AND_MALFUNCTIONS_AGGR,Status - Failures and Malfunctions (Aggregate),Entity Status,unknown,unknown,unknown,0,0,0
34100,DID_STATUS_AGE,Status - Age,Entity Status,unknown,unknown,miles,0,0,0
34110,DID_STATUS_KILOMETERS,Status - Kilometers,Entity Status,unknown,unknown,unknown,0,0,0
35000,DID_STATUS_DAMAGE_AGGR,Status - Damage (Aggregate),Entity Status,variable,128-bits,unknown,0,0,0
35050,DID_STATUS_DAMAGE_CAUSE,Status - Damage - Cause,Entity Status,unknown,unknown,unknown,0,0,0
35100,DID_STATUS_DAMAGE_MOBILITY_KILL,Status - Damage - Mobility Kill,Entity Status,unknown,unknown,unknown,0,0,0
35200,DID_STATUS_DAMAGE_FIRE_POWER_KILL,Status - Damage - Fire-Power Kill,Entity Status,unknown,unknown,unknown,0,0,0
35300,DID_STATUS_DAMAGE_PERSONNEL_CASUALTIES,Status - Damage - Personnel Casualties,Entity Status,unknown,unknown,unknown,0,0,0
35400,DID_STATUS_DAMAGE_INFO,Status - Damage Info,Entity Status,variable,unknown,unknown,0,0,0
36000,DID_STATUS_VEL_AGGR,Status - Velocity (Aggregate),Entity Status,variable,unknown,unknown,0,0,0
36100,DID_STATUS_X_VEL,Status - X-velocity,Entity Status,variable,unknown,meters/second,0,0,0
36200,DID_STATUS_Y_VEL,Status - Y-velocity,Entity Status,unknown,unknown,meters/second,0,0,0
36300,DID_STATUS_Z_VEL,Status - Z-velocity,Entity Status,unknown,unknown,meters/second,0,0,0
36400,DID_STATUS_SPEED,Status - Speed,Entity Status,floating point,32-bits,meters/second,0,0,0
37000,DID_STATUS_ACCEL_AGGR,Status - Acceleration (Aggregate),Entity Status,variable,unknown,unknown,0,0,0
37100,DID_STATUS_X_ACCEL,Status - X-acceleration,Entity Status,unknown,unknown,unknown,0,0,0
37200,DID_STATUS_Y_ACCEL,Status - Y-acceleration,Entity Status,unknown,unknown,unknown,0,0,0
37300,DID_STATUS_Z_ACCEL,Status - Z-acceleration,Entity Status,unknown,unknown,unknown,0,0,0
38100,DID_STATUS_ENGINE_STATUS_AGGR,Status - Engine Status (Aggregate),Entity Status,unknown,unknown,unknown,0,0,0
39000,DID_STATUS_PRIMARY_TARGET_LINE_PTL,Status - Primary Target Line (PTL),Entity Status,unsigned integer,32-bits,degrees,0,0,0
40000,DID_EXERCISE_AGGR,Exercise (Aggregate),SIMAN,unknown,unknown,unknown,0,0,0
40010,DID_EXERCISE_EXERCISE_STATE,Exercise - Exercise State,SIMAN,variable,64-bits,unknown,0,0,0
40015,DID_EXERCISE_RESTART_REFRESH,Exercise - Restart/Refresh,SIMAN,unsigned integer,32-bits,unknown,0,0,0
40020,DID_EXERCISE_AFATDS_FILE_NAME,Exercise - AFATDS File Name,SIMAN,variable,unknown,unknown,0,0,0
41000,DID_TERRAIN_DATABASE,Terrain Database,SIMAN,unsigned integer,32-bits,unknown,0,0,0
41010,DID_TERRAINDATABASENAME,TerrainDatabaseName,SIMAN,variable,unknown,unknown,0,0,0
42000,DID_MISSIONS_AGGR,Missions (Aggregate),Missions,unknown,unknown,unknown,0,0,0
42050,DID_MISSIONS_MISSION_REQUEST_RECORD_ID,Missions - Mission Request Record ID ,AAR,variable,128-bits,unknown,0,0,0
42060,DID_MISSIONS_INDIRECT_OR_CAS_FIRE_RECORD_ID,Missions - Indirect Or Cas Fire Record ID ,AAR,variable,64-bits,unknown,0,0,0
42070,DID_MISSIONS_MINEFIELD_ENTRY_RECORD_ID,Missions - Minefield Entry Record ID ,AAR,variable,unknown,unknown,0,0,0
42080,DID_MISSIONS_MINE_DETONATION_RECORD_ID,Missions - Mine Detonation Record ID ,AAR,variable,unknown,unknown,0,0,0
42100,DID_MISSIONS_MISSION_ID,Missions - Mission ID,Missions,unknown,unknown,unknown,0,0,0
42200,DID_MISSIONS_MISSION_TYPE,Missions - Mission Type,Missions,unknown,unknown,unknown,0,0,0
42300,DID_MISSIONS_MISSION_REQUEST_TIME_STAMP,Missions - Mission Request Time Stamp,Missions,unknown,unknown,unknown,0,0,0
42400,DID_MISSIONS_MISSION_DESC_ID,Missions - Mission Description ID ,Missions,variable,unknown,unknown,0,0,0
43000,DID_EXERCISE_DESC,Exercise Description,Scenario,string,unknown,unknown,0,0,0
43100,DID_EXERCISE_DESC_NAME,Exercise Description - Name,Scenario,string,unknown,unknown,0,0,0
43200,DID_EXERCISE_DESC_ENTITIES,Exercise Description - Entities,Scenario,integer,unknown,unknown,0,0,0
43300,DID_EXERCISE_DESC_VERSION,Exercise Description - Version,Scenario,unknown,unknown,unknown,0,0,0
43400,DID_EXERCISE_DESC_EXERCISE_CONCEPT_OF_OPERATION_ID,Exercise Description - Exercise Concept Of Operation ID ,Scenario,variable,unknown,unknown,0,0,0
43410,DID_EXERCISE_DESC_GUISE_MODE,Exercise Description - Guise Mode,Scenario,unsigned integer,32-bits,unknown,0,0,0
43420,DID_EXERCISE_DESC_SIMULATION_APPLICATION_ACTIVE_STATUS,Exercise Description - Simulation Application Active Status,Scenario,unsigned integer,16-bits,unknown,0,0,0
43430,DID_EXERCISE_DESC_SIMULATION_APPLICATION_ROLE_RECORD,Exercise Description - Simulation Application Role Record,Scenario,variable,64-bits,unknown,0,0,0
43440,DID_EXERCISE_DESC_SIMULATION_APPLICATION_STATE,Exercise Description - Simulation Application State,Scenario,variable,64-bits,unknown,0,0,0
43500,DID_EXERCISE_DESC_EXERCISE_ENEMY_FORCES_DESC_ID,Exercise Description - Exercise Enemy Forces Description ID ,Scenario,variable,unknown,unknown,0,0,0
43600,DID_EXERCISE_DESC_EXERCISE_FRIENDLY_FORCES_DESC_ID,Exercise Description - Exercise Friendly Forces Description ID ,Scenario,variable,unknown,unknown,0,0,0
44000,DID_VISUAL_OUTPUT_MODE_AGGR,Visual Output Mode (Aggregate),SIMAN,unknown,unknown,unknown,0,0,0
44100,DID_SIMULATION_MGR_ROLE,Simulation Manager Role,SIMAN,variable,unknown,unknown,0,0,0
44110,DID_SIMULATION_MGR_SITE_ID,Simulation Manager Site ID,SIMAN,unsigned integer,16-bits,unknown,0,0,0
44120,DID_SIMULATION_MGR_APPLIC_ID,Simulation Manager Applic. ID,SIMAN,unsigned integer,16-bits,unknown,0,0,0
44130,DID_SIMULATION_MGR_ENTITY_ID,Simulation Manager Entity ID,SIMAN,unsigned integer,16-bits,unknown,0,0,0
44140,DID_SIMULATION_MGR_ACTIVE_STATUS,Simulation Manager Active Status,SIMAN,unsigned integer,16-bits,unknown,0,0,0
44200,DID_AFTER_ACTION_REVIEW_ROLE,After Action Review Role,AAR,variable,unknown,unknown,0,0,0
44210,DID_AFTER_ACTION_REVIEW_SITE_ID,After Action Review Site ID,AAR,unsigned integer,16-bits,unknown,0,0,0
44220,DID_AFTER_ACTION_APPLIC_ID,After Action Applic. ID,AAR,unsigned integer,16-bits,unknown,0,0,0
44230,DID_AFTER_ACTION_REVIEW_ENTITY_ID,After Action Review Entity ID,AAR,unsigned integer,16-bits,unknown,0,0,0
44240,DID_AFTER_ACTION_REVIEW_ACTIVE_STATUS,After Action Review Active Status,AAR,unsigned integer,16-bits,unknown,0,0,0
44300,DID_EXERCISE_LOGGER_ROLE,Exercise Logger Role,SIMAN,variable,unknown,unknown,0,0,0
44310,DID_EXERCISE_LOGGER_SITE_ID,Exercise Logger Site ID,SIMAN,unsigned integer,16-bits,unknown,0,0,0
44320,DID_EXERCISE_LOGGER_APPLIC_ID,Exercise Logger Applic. ID,SIMAN,unsigned integer,16-bits,unknown,0,0,0
44330,DID_EXERCISE_ENTITY_ID,Exercise Entity ID,SIMAN,unsigned integer,16-bits,unknown,0,0,0
44340,DID_EXERCISE_LOGGER_ACTIVE_STATUS,Exercise Logger Active Status,SIMAN,unsigned integer,16-bits,unknown,0,0,0
44400,DID_SYNTHETIC_ENVIR_MGR_ROLE,Synthetic Environment Manager Role,SIMAN,variable,unknown,unknown,0,0,0
44410,DID_SYNTHETIC_ENVIR_MGR_SITE_ID,Synthetic Environment Manager Site ID,SIMAN,unsigned integer,16-bits,unknown,0,0,0
44420,DID_SYNTHETIC_ENVIR_MGR_APPLIC_ID,Synthetic Environment Manager Applic. ID,SIMAN,unsigned integer,16-bits,unknown,0,0,0
44430,DID_SYNTHETIC_ENVIR_MGR_ENTITY_ID,Synthetic Environment Manager Entity ID,SIMAN,unsigned integer,16-bits,unknown,0,0,0
44440,DID_SYNTHETIC_ENVIR_MGR_ACTIVE_STATUS,Synthetic Environment Manager Active Status,SIMAN,unsigned integer,16-bits,unknown,0,0,0
44500,DID_SIMNET_DIS_TRANSLATOR_ROLE,SIMNET-DIS Translator Role,SIMNET-DIS Translator,variable,unknown,unknown,0,0,0
44510,DID_SIMNET_DIS_TRANSLATOR_SITE_ID,SIMNET-DIS Translator Site ID,SIMNET-DIS Translator,unsigned integer,16-bits,unknown,0,0,0
44520,DID_SIMNET_DIS_TRANSLATOR_APPLIC_ID,SIMNET-DIS Translator Applic. ID,SIMNET-DIS Translator,unsigned integer,16-bits,unknown,0,0,0
44530,DID_SIMNET_DIS_TRANSLATOR_ENTITY_ID,SIMNET-DIS Translator Entity ID,SIMNET-DIS Translator,unsigned integer,16-bits,unknown,0,0,0
44540,DID_SIMNET_DIS_TRANSLATOR_ACTIVE_STATUS,SIMNET-DIS Translator Active Status,SIMNET-DIS Translator,unsigned integer,16-bits,unknown,0,0,0
45000,DID_APPLICATION_RATE,Application Rate,Time,floating point,32-bits,unknown,0,0,0
45005,DID_APPLICATION_RATE_APPLICATION_TIME,Application Rate - Application Time,Time,clock time record,64-bits,unknown,0,0,0
45010,DID_APPLICATION_RATE_APPLICATION_TIMESTEP,Application Rate - Application Timestep,Time,timestamp,32-bits,unknown,0,0,0
45020,DID_APPLICATION_RATE_FEEDBACK_TIME,Application Rate - Feedback Time,Time,timestamp,32-bits,unknown,0,0,0
45030,DID_APPLICATION_RATE_SIMULATION_RATE,Application Rate - Simulation Rate,Time,floating point,32-bits,unknown,0,0,0
45040,DID_APPLICATION_RATE_SIMULATION_TIME,Application Rate - Simulation Time,Time,clock time record,64-bits,unknown,0,0,0
45050,DID_APPLICATION_RATE_SIMULATION_TIMESTEP,Application Rate - Simulation Timestep,Time,timestamp,32-bits,unknown,0,0,0
45060,DID_APPLICATION_RATE_TIME_INTERVAL,Application Rate - Time Interval,Time,timestamp,32-bits,unknown,0,0,0
45070,DID_APPLICATION_RATE_TIME_LATENCY,Application Rate - Time Latency,Time,timestamp,32-bits,unknown,0,0,0
45080,DID_APPLICATION_RATE_TIME_SCHEME,Application Rate - Time Scheme,Time,unsigned integer,32-bits,unknown,0,0,0
46000,DID_EXERCISE_ELAPSED_TIME_1,Exercise Elapsed Time 1,Time,unsigned integer,32-bits,seconds,0,0,0
46010,DID_EXERCISE_ELAPSED_TIME_2,Exercise Elapsed Time 2,Time,unsigned integer,32-bits,seconds,0,0,0
47100,DID_APPLICATION_STATE_RECORD,Application State Record,SIMAN,variable,unknown,unknown,0,0,0
47200,DID_APPLICATION_HEALTH_STATUS_RECORD,Application Health Status Record,SIMAN,variable,unknown,unknown,0,0,0
47210,DID_APPLICATION_STATUS__TYPE_DESC_RECORD,Application Status Type Description Record,SIMAN,variable,unknown,unknown,0,0,0
47220,DID_APPLICATION_STATUS_DESC_RECORD,Application Status Description Record,SIMAN,variable,unknown,unknown,0,0,0
47230,DID_APPLICATION_HEALTH_STATUS_CAP_RECORD,Application Health Status Capability Record,SIMAN,variable,unknown,unknown,0,0,0
47240,DID_APPLICATION_HEALTH_STATUS_HBT_REQ_RECORD,Application Health Status Heartbeat Request Record,SIMAN,variable,unknown,unknown,0,0,0
47300,DID_APPLICATION_INITIALIZATION_DATA_RECORD,Application Initialization Data Record,SIMAN,variable,unknown,unknown,0,0,0
47400,DID_EXERCISE_ID,Exercise ID,SIMAN,variable,unknown,unknown,0,0,0
47500,DID_APPLICATION_CAPABILITY_RECORD,Application Capability Record,SIMAN,variable,unknown,unknown,0,0,0
47600,DID_DATA_QUERY_REQ_RECORD,Data Query Request Record,SIMAN,variable,unknown,unknown,0,0,0
50000,DID_ENVIR_AGGR,Environment (Aggregate),Environment,unknown,unknown,unknown,0,0,0
50001,DID_OWNERSHIP_MUNITION,Munition,Transfer Ownership,variable,128-bits,N/A,1,0,1
50002,DID_OWNERSHIP_ENGINE_FUEL,Engine Fuel,Transfer Ownership,variable,64-bits,N/A,1,0,1
50003,DID_OWNERSHIP_STORAGE_FUEL,Storage Fuel,Transfer Ownership,variable,64-bits,N/A,1,0,1
50004,DID_OWNERSHIP_NOT_USED,Not used,Transfer Ownership,unknown,unknown,unknown,1,0,1
50005,DID_OWNERSHIP_EXPENDABLE,Expendable,Transfer Ownership,variable,128-bits,N/A,1,0,1
50006,DID_OWNERSHIP_TOTAL_RECORD_SETS,Total Record Sets,Transfer Ownership,unsigned integer,32-bits,N/A,1,0,1
50007,DID_OWNERSHIP_LAUNCHED_MUNITION,Launched Munition,Transfer Ownership,variable,384-bits,N/A,1,0,1
50008,DID_OWNERSHIP_ASSOCIATION,Association,Transfer Ownership,variable,256-bits,N/A,1,0,1
50009,DID_OWNERSHIP_SENSOR,Sensor,Transfer Ownership,variable,96-bits,N/A,1,0,1
50010,DID_OWNERSHIP_MUNITION_RELOAD,Munition Reload,Transfer Ownership,variable,192-bits,N/A,1,0,1
50011,DID_OWNERSHIP_ENGINE_FUEL_RELOAD,Engine Fuel Reload,Transfer Ownership,variable,160-bits,N/A,1,0,1
50012,DID_OWNERSHIP_STORAGE_FUEL_RELOAD,Storage Fuel Reload,Transfer Ownership,variable,160-bits,N/A,1,0,1
50013,DID_OWNERSHIP_EXPENDABLE_RELOAD,Expendable Reload,Transfer Ownership,variable,192-bits,N/A,1,0,1
51000,DID_ENVIR_WEATHER,Environment - Weather,Meteorology,unknown,unknown,unknown,0,0,0
51010,DID_ENVIR_WEATHER_CONDITION,Environment - Weather Condition,Meteorology,unsigned integer,32-bits,N/A,0,0,0
51100,DID_ENVIR_THERMAL_CONDITION,Environment - Thermal Condition,Meteorology,unknown,unknown,N/A,0,0,0
51110,DID_ENVIR_THERMAL_VISIBILITY_FLOATING_POINT,Environment - Thermal Visibility (floating point),Meteorology,floating point,32-bits,meters,0,0,0
51111,DID_ENVIR_THERMAL_VISIBILITY_UNSIGNED_INTEGER,Environment - Thermal Visibility (unsigned integer),Meteorology,unsigned integer,32-bits,meters,0,0,0
52000,DID_ENVIR_TIME_AGGR,Environment - Time (Aggregate),Time,unknown,unknown,unknown,0,0,0
52001,DID_ENVIR_TIME,Environment - Time,Time,string,56-bits,N/A,0,0,0
52100,DID_ENVIR_TIME_OF_DAY_DISCRETE,Environment - Time of Day - Discrete,Time,unknown,unknown,unknown,0,0,0
52200,DID_ENVIR_TIME_OF_DAY_CONTINUOUS,Environment - Time of Day - Continuous,Time,unknown,unknown,unknown,0,0,0
52300,DID_ENVIR_TIME_MODE,Environment - Time Mode,Time,unknown,unknown,unknown,0,0,0
52305,DID_ENVIR_TIME_SCENE,Environment - Time Scene,Time,unknown,unknown,unknown,0,0,0
52310,DID_ENVIR_CURRENT_HOUR,Environment - Current Hour,Time,unknown,unknown,unknown,0,0,0
52320,DID_ENVIR_CURRENT_MINUTE,Environment - Current Minute,Time,unknown,unknown,unknown,0,0,0
52330,DID_ENVIR_CURRENT_SECOND,Environment - Current Second,Time,unknown,unknown,unknown,0,0,0
52340,DID_ENVIR_AZIMUTH,Environment - Azimuth,Meteorology,unknown,unknown,unknown,0,0,0
52350,DID_ENVIR_MAXIMUM_ELEVATION,Environment - Maximum Elevation,Meteorology,unknown,unknown,unknown,0,0,0
52360,DID_ENVIR_TIME_ZONE,Environment - Time Zone,Time,unknown,unknown,unknown,0,0,0
52370,DID_ENVIR_TIME_RATE,Environment - Time Rate,Time,integer,32-bits,unknown,0,0,0
52380,DID_ENVIR_SIMULATION_TIME,Environment - Simulation Time,Time,integer,32-bits,seconds,0,0,0
52400,DID_ENVIR_TIME_SUNRISE_ENABLED,Environment - Time Sunrise Enabled,Meteorology,unknown,unknown,unknown,0,0,0
52410,DID_ENVIR_SUNRISE_HOUR,Environment - Sunrise Hour,Meteorology,unknown,unknown,unknown,0,0,0
52420,DID_ENVIR_SUNRISE_MINUTE,Environment - Sunrise Minute,Meteorology,unknown,unknown,unknown,0,0,0
52430,DID_ENVIR_SUNRISE_SECOND,Environment - Sunrise Second,Meteorology,unknown,unknown,unknown,0,0,0
52440,DID_ENVIR_SUNRISE_AZIMUTH,Environment - Sunrise Azimuth,Meteorology,unknown,unknown,unknown,0,0,0
52500,DID_ENVIR_TIME_SUNSET_ENABLED,Environment - Time Sunset Enabled,Meteorology,unknown,unknown,unknown,0,0,0
52510,DID_ENVIR_SUNSET_HOUR,Environment - Sunset Hour,Meteorology,unknown,unknown,unknown,0,0,0
52511,DID_ENVIR_SUNSET_HOUR_2,Environment - Sunset Hour 2,Meteorology,unknown,unknown,unknown,0,0,0
52520,DID_ENVIR_SUNSET_MINUTE,Environment - Sunset Minute,Meteorology,unknown,unknown,unknown,0,0,0
52530,DID_ENVIR_SUNSET_SECOND,Environment - Sunset Second,Meteorology,unknown,unknown,unknown,0,0,0
52600,DID_ENVIR_DATE_AGGR,Environment - Date (Aggregate),Time,unknown,unknown,unknown,0,0,0
52601,DID_ENVIR_DATE_EUROPEAN,Environment - Date (European),Time,string,72-bits,unknown,0,0,0
52602,DID_ENVIR_DATE_US,Environment - Date (US),Time,string,72-bits,unknown,0,0,0
52610,DID_ENVIR_MONTH,Environment - Month,Time,unknown,unknown,unknown,0,0,0
52620,DID_ENVIR_DAY,Environment - Day,Time,unknown,unknown,unknown,0,0,0
52630,DID_ENVIR_YEAR,Environment - Year,Time,unknown,unknown,unknown,0,0,0
53000,DID_ENVIR_CLOUDS,Environment - Clouds,Meteorology,fixed,unknown,boolean,0,0,0
53050,DID_ENVIR_CLOUDS_CLOUD_LAYER_ENABLE,Environment - Clouds - Cloud Layer Enable,Meteorology,unknown,unknown,unknown,0,0,0
53060,DID_ENVIR_CLOUDS_CLOUD_LAYER_SELECTION,Environment - Clouds - Cloud Layer Selection,Meteorology,unknown,unknown,unknown,0,0,0
53100,DID_ENVIR_CLOUDS_VISIBILITY,Environment - Clouds - Visibility,Meteorology,unknown,unknown,unknown,0,0,0
53200,DID_ENVIR_CLOUDS_BASE_ALTITUDE,Environment - Clouds - Base Altitude,Meteorology,unsigned integer,32-bits,meters,0,0,0
53250,DID_ENVIR_CLOUDS_BASE_ALTITUDE_FEET,Environment - Clouds - Base Altitude - Feet,Meteorology,unknown,unknown,feet,0,0,0
53300,DID_ENVIR_CLOUDS_CEILING,Environment - Clouds - Ceiling,Meteorology,unsigned integer,32-bits,meters,0,0,0
53350,DID_ENVIR_CLOUDS_CEILING_FEET,Environment - Clouds - Ceiling - Feet,Meteorology,unknown,unknown,feet,0,0,0
53400,DID_ENVIR_CLOUDS_CHARACTERISTICS,Environment - Clouds - Characteristics,Meteorology,unknown,unknown,unknown,0,0,0
53410,DID_ENVIR_CLOUDS_CONCENTRATION_LENGTH,Environment - Clouds - Concentration Length,Meteorology,floating point,32-bits,milligrams/meter squared,0,0,0
53420,DID_ENVIR_CLOUDS_TRANSMITTANCE,Environment - Clouds - Transmittance,Meteorology,floating point,32-bits,unknown,0,0,0
53430,DID_ENVIR_CLOUDS_RADIANCE,Environment - Clouds - Radiance,Meteorology,floating point,32-bits,microwatts/centimeter squared/steradian,0,0,0
54000,DID_ENVIR_PRECIPITATION,Environment - Precipitation,Meteorology,boolean,32-bits,boolean,0,0,0
54100,DID_ENVIR_PRECIPITATION_RAIN,Environment - Precipitation - Rain,Meteorology,boolean,unknown,boolean,0,0,0
55000,DID_ENVIR_FOG,Environment - Fog,Meteorology,boolean,unknown,boolean,0,0,0
55100,DID_ENVIR_FOG_VISIBILITY_REAL_METERS,Environment - Fog - Visibility - real meters,Meteorology,floating point,32-bits,meters,0,0,0
55101,DID_ENVIR_FOG_VISIBILITY_METERS,Environment - Fog - Visibility - meters,Meteorology,unsigned integer,32-bits,meters,0,0,0
55105,DID_ENVIR_FOG_VISIBILITY_MILES,Environment - Fog - Visibility - miles,Meteorology,unknown,unknown,miles,0,0,0
55200,DID_ENVIR_FOG_DENSITY,Environment - Fog - Density,Meteorology,unknown,unknown,unknown,0,0,0
55300,DID_ENVIR_FOG_BASE,Environment - Fog - Base,Meteorology,unknown,unknown,unknown,0,0,0
55401,DID_ENVIR_FOG_VIEW_LAYER_FROM_ABOVE_,Environment - Fog - View Layer from above.,Meteorology,unknown,unknown,unknown,0,0,0
55410,DID_ENVIR_FOG_TRANSITION_RANGE,Environment - Fog - Transition Range,Meteorology,unknown,unknown,unknown,0,0,0
55420,DID_ENVIR_FOG_BOTTOM_METERS,Environment - Fog - Bottom - meters,Meteorology,unknown,unknown,meters,0,0,0
55425,DID_ENVIR_FOG_BOTTOM_FEET,Environment - Fog - Bottom - feet ,Meteorology,unknown,unknown,feet,0,0,0
55430,DID_ENVIR_FOG_CEILING_METERS,Environment - Fog - Ceiling - meters ,Meteorology,unknown,unknown,meters,0,0,0
55435,DID_ENVIR_FOG_CEILING_FEET,Environment - Fog - Ceiling - feet ,Meteorology,unknown,unknown,feet,0,0,0
56000,DID_ENVIR_HBODIES_AGGR,Environment - Heavenly Bodies (Aggregate),Heavenly Bodies,unknown,unknown,unknown,0,0,0
56100,DID_ENVIR_HBODIES_SUN_AGGR,Environment - Heavenly Bodies - Sun (Aggregate),Heavenly Bodies,unknown,unknown,unknown,0,0,0
56101,DID_ENVIR_ASSEMBLY_AREA_LIGHTING,Environment - Assembly Area Lighting,Lighting,unknown,unknown,unknown,0,0,0
56102,DID_ENVIR_FARP_LIGHTING,Environment - FARP Lighting,Lighting,unknown,unknown,unknown,0,0,0
56103,DID_ENVIR_DB_CULTURAL_LIGHTING,Environment - DB Cultural Lighting,Lighting,unknown,unknown,unknown,0,0,0
56105,DID_ENVIR_HBODIES_SUN_VISIBLE,Environment - Heavenly Bodies - Sun Visible,Heavenly Bodies,unsigned integer,32-bits,N/A,0,0,0
56106,DID_ENVIR_RUNWAYLIGHTING,Environment - RunwayLighting,Lighting,unknown,unknown,unknown,0,0,0
56107,DID_ENVIR_APPROACH_LIGHTING,Environment - Approach Lighting,Lighting,unknown,unknown,unknown,0,0,0
56108,DID_ENVIR_VASI_VAPI_LIGHTING,Environment - VASI VAPI Lighting,Lighting,unknown,unknown,unknown,0,0,0
56109,DID_ENVIR_BEACONLIGHTING,Environment - BeaconLighting,Lighting,unknown,unknown,unknown,0,0,0
56110,DID_ENVIR_HBODIES_POSITION_AGGR,Environment - Heavenly Bodies - Position (Aggregate),Heavenly Bodies,unknown,unknown,unknown,0,0,0
56111,DID_ENVIR_HBODIES_SUN_POSITION_ELEVATION_DEGREES,Environment - Heavenly Bodies - Sun Position Elevation - Degrees,Heavenly Bodies,floating point,32-bits,degrees,0,0,0
56120,DID_ENVIR_HBODIES_POSITION_AZIMUTH_AGGR,Environment - Heavenly Bodies - Position Azimuth (Aggregate),Heavenly Bodies,unknown,unknown,unknown,0,0,0
56121,DID_ENVIR_HBODIES_SUN_POSITION_AZIMUTH_DEGREES,Environment - Heavenly Bodies - Sun Position Azimuth - Degrees,Heavenly Bodies,floating point,32-bits,degrees,0,0,0
56130,DID_ENVIR_HBODIES_POSITION_ELEVATION,Environment - Heavenly Bodies - Position Elevation,Heavenly Bodies,unknown,unknown,unknown,0,0,0
56140,DID_ENVIR_HBODIES_POSITION_INTENSITY,Environment - Heavenly Bodies - Position Intensity,Heavenly Bodies,unknown,unknown,unknown,0,0,0
56200,DID_ENVIR_HBODIES_MOON_AGGR,Environment - Heavenly Bodies - Moon (Aggregate),Heavenly Bodies,unknown,unknown,unknown,0,0,0
56205,DID_ENVIR_HBODIES_MOON_VISIBLE,Environment - Heavenly Bodies - Moon Visible,Heavenly Bodies,unsigned integer,32-bits,N/A,0,0,0
56210,DID_ENVIR_HBODIES_MOON_POSITION,Environment - Heavenly Bodies - Moon Position,Heavenly Bodies,unknown,unknown,unknown,0,0,0
56220,DID_ENVIR_HBODIES_MOON_POSITION_AZIMUTH,Environment - Heavenly Bodies - Moon Position Azimuth,Heavenly Bodies,fixed,unknown,unknown,0,0,0
56221,DID_ENVIR_HBODIES_MOON_POSITION_AZIMUTH_DEGREES,Environment - Heavenly Bodies - Moon Position Azimuth - Degrees,Heavenly Bodies,floating point,32-bits,degrees,0,0,0
56230,DID_ENVIR_HBODIES_MOON_POSITION_ELEVATION,Environment - Heavenly Bodies - Moon Position Elevation,Heavenly Bodies,fixed,unknown,unknown,0,0,0
56231,DID_ENVIR_HBODIES_MOON_POSITION_ELEVATION_DEGREES,Environment - Heavenly Bodies - Moon Position Elevation - Degrees,Heavenly Bodies,floating point,32-bits,degrees,0,0,0
56240,DID_ENVIR_HBODIES_MOON_POSITION_INTENSITY,Environment - Heavenly Bodies - Moon Position Intensity,Heavenly Bodies,fixed,unknown,unknown,0,0,0
56250,DID_ENVIR_HBODIES_LUNAR_ILLUMINATION_ID,Environment - Heavenly Bodies - Lunar Illumination ID ,Heavenly Bodies,fixed,unknown,unknown,0,0,0
56310,DID_ENVIR_HBODIES_HORIZON_AGGR,Environment - Heavenly Bodies - Horizon (Aggregate),Heavenly Bodies,unknown,unknown,unknown,0,0,0
56320,DID_ENVIR_HBODIES_HORIZON_AZIMUTH,Environment - Heavenly Bodies - Horizon Azimuth,Heavenly Bodies,unknown,unknown,unknown,0,0,0
56330,DID_ENVIR_HBODIES_HORIZON_ELEVATION,Environment - Heavenly Bodies - Horizon Elevation,Heavenly Bodies,unknown,unknown,unknown,0,0,0
56340,DID_ENVIR_HBODIES_HORIZON_HEADING,Environment - Heavenly Bodies - Horizon Heading,Heavenly Bodies,unknown,unknown,unknown,0,0,0
56350,DID_ENVIR_HBODIES_HORIZON_INTENSITY,Environment - Heavenly Bodies - Horizon Intensity,Heavenly Bodies,unknown,unknown,unknown,0,0,0
57000,DID_ENVIR_METEOR_AGGR,Environment - Meteorological (Aggregate),Meteorology,unknown,unknown,unknown,0,0,0
