value,name,desc,deleted,new,SISO
861,ATCHPART_RIGHT_WING_STATION_94,Right-Wing Station 94,0,0,0
862,ATCHPART_RIGHT_WING_STATION_95,Right-Wing Station 95,0,0,0
863,ATCHPART_RIGHT_WING_STATION_96,Right-Wing Station 96,0,0,0
864,ATCHPART_RIGHT_WING_STATION_97,Right-Wing Station 97,0,0,0
865,ATCHPART_RIGHT_WING_STATION_98,Right-Wing Station 98,0,0,0
866,ATCHPART_RIGHT_WING_STATION_99,Right-Wing Station 99,0,0,0
867,ATCHPART_RIGHT_WING_STATION_100,Right-Wing Station 100,0,0,0
868,ATCHPART_RIGHT_WING_STATION_101,Right-Wing Station 101,0,0,0
869,ATCHPART_RIGHT_WING_STATION_102,Right-Wing Station 102,0,0,0
870,ATCHPART_RIGHT_WING_STATION_103,Right-Wing Station 103,0,0,0
871,ATCHPART_RIGHT_WING_STATION_104,Right-Wing Station 104,0,0,0
872,ATCHPART_RIGHT_WING_STATION_105,Right-Wing Station 105,0,0,0
873,ATCHPART_RIGHT_WING_STATION_106,Right-Wing Station 106,0,0,0
874,ATCHPART_RIGHT_WING_STATION_107,Right-Wing Station 107,0,0,0
875,ATCHPART_RIGHT_WING_STATION_108,Right-Wing Station 108,0,0,0
876,ATCHPART_RIGHT_WING_STATION_109,Right-Wing Station 109,0,0,0
877,ATCHPART_RIGHT_WING_STATION_110,Right-Wing Station 110,0,0,0
878,ATCHPART_RIGHT_WING_STATION_111,Right-Wing Station 111,0,0,0
879,ATCHPART_RIGHT_WING_STATION_112,Right-Wing Station 112,0,0,0
880,ATCHPART_RIGHT_WING_STATION_113,Right-Wing Station 113,0,0,0
881,ATCHPART_RIGHT_WING_STATION_114,Right-Wing Station 114,0,0,0
882,ATCHPART_RIGHT_WING_STATION_115,Right-Wing Station 115,0,0,0
883,ATCHPART_RIGHT_WING_STATION_116,Right-Wing Station 116,0,0,0
884,ATCHPART_RIGHT_WING_STATION_117,Right-Wing Station 117,0,0,0
885,ATCHPART_RIGHT_WING_STATION_118,Right-Wing Station 118,0,0,0
886,ATCHPART_RIGHT_WING_STATION_119,Right-Wing Station 119,0,0,0
887,ATCHPART_RIGHT_WING_STATION_120,Right-Wing Station 120,0,0,0
888,ATCHPART_RIGHT_WING_STATION_121,Right-Wing Station 121,0,0,0
889,ATCHPART_RIGHT_WING_STATION_122,Right-Wing Station 122,0,0,0
890,ATCHPART_RIGHT_WING_STATION_123,Right-Wing Station 123,0,0,0
891,ATCHPART_RIGHT_WING_STATION_124,Right-Wing Station 124,0,0,0
892,ATCHPART_RIGHT_WING_STATION_125,Right-Wing Station 125,0,0,0
893,ATCHPART_RIGHT_WING_STATION_126,Right-Wing Station 126,0,0,0
894,ATCHPART_RIGHT_WING_STATION_127,Right-Wing Station 127,0,0,0
895,ATCHPART_RIGHT_WING_STATION_128,Right-Wing Station 128,0,0,0
896,ATCHPART_M16A42_RIFLE,M16A42 Rifle,0,0,0
897,ATCHPART_M249_SAW,M249 SAW,0,0,0
898,ATCHPART_M60_MACHINE_GUN,M60 Machine Gun,0,0,0
899,ATCHPART_M203_GRENADE_LAUNCHER,M203 Grenade Launcher,0,0,0
900,ATCHPART_M136__AT4,M136  AT4,0,0,0
901,ATCHPART_M47_DRAGON,M47 Dragon,0,0,0
902,ATCHPART_AAWS_M_JAVELIN,AAWS-M Javelin,0,0,0
903,ATCHPART_M18A1_CLAYMORE_MINE,M18A1 Claymore Mine,0,0,0
904,ATCHPART_MK19_GRENADE_LAUNCHER,MK19 Grenade Launcher,0,0,0
905,ATCHPART_M2_MACHINE_GUN,M2 Machine Gun,0,0,0
906,ATCHPART_CARGO_PARACHUTE,Cargo Parachute,0,1,1
